window_id,video_id,split,label,target,source_video_path,video_start_time_seconds,video_end_time_seconds,window_start_time_seconds,window_end_time_seconds,window_index,window_start_position,window_size,frame_dir,pose_json,frame_names,frame_indices,frame_timestamps_seconds,frame_paths,pose_detected_count
voxel_06-5_w0008,voxel_06-5,train,fall,1,data/voxel_huggingface_data/Fall/06-5.mp4,0.0,6.1296,5.3592,6.0291,8,16,3,data/frame_splits/train/fall/voxel_06-5,data/pose_splits/train/fall/voxel_06-5.json,frame_000160.jpg|frame_000170.jpg|frame_000180.jpg,160|170|180,5.3592|5.6942|6.0291,data/frame_splits/train/fall/voxel_06-5/frame_000160.jpg|data/frame_splits/train/fall/voxel_06-5/frame_000170.jpg|data/frame_splits/train/fall/voxel_06-5/frame_000180.jpg,2
voxel_06-7_w0000,voxel_06-7,train,fall,1,data/voxel_huggingface_data/Fall/06-7.mp4,0.0,5.6972,0.0,0.6742,0,0,3,data/frame_splits/train/fall/voxel_06-7,data/pose_splits/train/fall/voxel_06-7.json,frame_000000.jpg|frame_000010.jpg|frame_000020.jpg,0|10|20,0.0|0.3371|0.6742,data/frame_splits/train/fall/voxel_06-7/frame_000000.jpg|data/frame_splits/train/fall/voxel_06-7/frame_000010.jpg|data/frame_splits/train/fall/voxel_06-7/frame_000020.jpg,3
voxel_06-7_w0001,voxel_06-7,train,fall,1,data/voxel_huggingface_data/Fall/06-7.mp4,0.0,5.6972,0.6742,1.3485,1,2,3,data/frame_splits/train/fall/voxel_06-7,data/pose_splits/train/fall/voxel_06-7.json,frame_000020.jpg|frame_000030.jpg|frame_000040.jpg,20|30|40,0.6742|1.0113|1.3485,data/frame_splits/train/fall/voxel_06-7/frame_000020.jpg|data/frame_splits/train/fall/voxel_06-7/frame_000030.jpg|data/frame_splits/train/fall/voxel_06-7/frame_000040.jpg,3
voxel_06-7_w0002,voxel_06-7,train,fall,1,data/voxel_huggingface_data/Fall/06-7.mp4,0.0,5.6972,1.3485,2.0227,2,4,3,data/frame_splits/train/fall/voxel_06-7,data/pose_splits/train/fall/voxel_06-7.json,frame_000040.jpg|frame_000050.jpg|frame_000060.jpg,40|50|60,1.3485|1.6856|2.0227,data/frame_splits/train/fall/voxel_06-7/frame_000040.jpg|data/frame_splits/train/fall/voxel_06-7/frame_000050.jpg|data/frame_splits/train/fall/voxel_06-7/frame_000060.jpg,3
voxel_06-7_w0003,voxel_06-7,train,fall,1,data/voxel_huggingface_data/Fall/06-7.mp4,0.0,5.6972,2.0227,2.6969,3,6,3,data/frame_splits/train/fall/voxel_06-7,data/pose_splits/train/fall/voxel_06-7.json,frame_000060.jpg|frame_000070.jpg|frame_000080.jpg,60|70|80,2.0227|2.3598|2.6969,data/frame_splits/train/fall/voxel_06-7/frame_000060.jpg|data/frame_splits/train/fall/voxel_06-7/frame_000070.jpg|data/frame_splits/train/fall/voxel_06-7/frame_000080.jpg,3
voxel_06-7_w0004,voxel_06-7,train,fall,1,data/voxel_huggingface_data/Fall/06-7.mp4,0.0,5.6972,2.6969,3.3374,4,8,3,data/frame_splits/train/fall/voxel_06-7,data/pose_splits/train/fall/voxel_06-7.json,frame_000080.jpg|frame_000089.jpg|frame_000099.jpg,80|89|99,2.6969|3.0003|3.3374,data/frame_splits/train/fall/voxel_06-7/frame_000080.jpg|data/frame_splits/train/fall/voxel_06-7/frame_000089.jpg|data/frame_splits/train/fall/voxel_06-7/frame_000099.jpg,3
voxel_06-7_w0005,voxel_06-7,train,fall,1,data/voxel_huggingface_data/Fall/06-7.mp4,0.0,5.6972,3.3374,4.0117,5,10,3,data/frame_splits/train/fall/voxel_06-7,data/pose_splits/train/fall/voxel_06-7.json,frame_000099.jpg|frame_000109.jpg|frame_000119.jpg,99|109|119,3.3374|3.6745|4.0117,data/frame_splits/train/fall/voxel_06-7/frame_000099.jpg|data/frame_splits/train/fall/voxel_06-7/frame_000109.jpg|data/frame_splits/train/fall/voxel_06-7/frame_000119.jpg,3
voxel_06-7_w0006,voxel_06-7,train,fall,1,data/voxel_huggingface_data/Fall/06-7.mp4,0.0,5.6972,4.0117,4.6859,6,12,3,data/frame_splits/train/fall/voxel_06-7,data/pose_splits/train/fall/voxel_06-7.json,frame_000119.jpg|frame_000129.jpg|frame_000139.jpg,119|129|139,4.0117|4.3488|4.6859,data/frame_splits/train/fall/voxel_06-7/frame_000119.jpg|data/frame_splits/train/fall/voxel_06-7/frame_000129.jpg|data/frame_splits/train/fall/voxel_06-7/frame_000139.jpg,3
voxel_06-7_w0007,voxel_06-7,train,fall,1,data/voxel_huggingface_data/Fall/06-7.mp4,0.0,5.6972,4.6859,5.3601,7,14,3,data/frame_splits/train/fall/voxel_06-7,data/pose_splits/train/fall/voxel_06-7.json,frame_000139.jpg|frame_000149.jpg|frame_000159.jpg,139|149|159,4.6859|5.023|5.3601,data/frame_splits/train/fall/voxel_06-7/frame_000139.jpg|data/frame_splits/train/fall/voxel_06-7/frame_000149.jpg|data/frame_splits/train/fall/voxel_06-7/frame_000159.jpg,3
voxel_07-4_w0000,voxel_07-4,train,fall,1,data/voxel_huggingface_data/Fall/07-4.mp4,0.0,9.0254,0.0,0.671,0,0,3,data/frame_splits/train/fall/voxel_07-4,data/pose_splits/train/fall/voxel_07-4.json,frame_000000.jpg|frame_000010.jpg|frame_000020.jpg,0|10|20,0.0|0.3355|0.671,data/frame_splits/train/fall/voxel_07-4/frame_000000.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000010.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000020.jpg,3
voxel_07-4_w0001,voxel_07-4,train,fall,1,data/voxel_huggingface_data/Fall/07-4.mp4,0.0,9.0254,0.671,1.3421,1,2,3,data/frame_splits/train/fall/voxel_07-4,data/pose_splits/train/fall/voxel_07-4.json,frame_000020.jpg|frame_000030.jpg|frame_000040.jpg,20|30|40,0.671|1.0065|1.3421,data/frame_splits/train/fall/voxel_07-4/frame_000020.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000030.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000040.jpg,3
voxel_07-4_w0002,voxel_07-4,train,fall,1,data/voxel_huggingface_data/Fall/07-4.mp4,0.0,9.0254,1.3421,2.0131,2,4,3,data/frame_splits/train/fall/voxel_07-4,data/pose_splits/train/fall/voxel_07-4.json,frame_000040.jpg|frame_000050.jpg|frame_000060.jpg,40|50|60,1.3421|1.6776|2.0131,data/frame_splits/train/fall/voxel_07-4/frame_000040.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000050.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000060.jpg,3
voxel_07-4_w0003,voxel_07-4,train,fall,1,data/voxel_huggingface_data/Fall/07-4.mp4,0.0,9.0254,2.0131,2.6841,3,6,3,data/frame_splits/train/fall/voxel_07-4,data/pose_splits/train/fall/voxel_07-4.json,frame_000060.jpg|frame_000070.jpg|frame_000080.jpg,60|70|80,2.0131|2.3486|2.6841,data/frame_splits/train/fall/voxel_07-4/frame_000060.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000070.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000080.jpg,3
voxel_07-4_w0004,voxel_07-4,train,fall,1,data/voxel_huggingface_data/Fall/07-4.mp4,0.0,9.0254,2.6841,3.3552,4,8,3,data/frame_splits/train/fall/voxel_07-4,data/pose_splits/train/fall/voxel_07-4.json,frame_000080.jpg|frame_000090.jpg|frame_000100.jpg,80|90|100,2.6841|3.0196|3.3552,data/frame_splits/train/fall/voxel_07-4/frame_000080.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000090.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000100.jpg,3
voxel_07-4_w0005,voxel_07-4,train,fall,1,data/voxel_huggingface_data/Fall/07-4.mp4,0.0,9.0254,3.3552,4.0262,5,10,3,data/frame_splits/train/fall/voxel_07-4,data/pose_splits/train/fall/voxel_07-4.json,frame_000100.jpg|frame_000110.jpg|frame_000120.jpg,100|110|120,3.3552|3.6907|4.0262,data/frame_splits/train/fall/voxel_07-4/frame_000100.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000110.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000120.jpg,3
voxel_07-4_w0006,voxel_07-4,train,fall,1,data/voxel_huggingface_data/Fall/07-4.mp4,0.0,9.0254,4.0262,4.6972,6,12,3,data/frame_splits/train/fall/voxel_07-4,data/pose_splits/train/fall/voxel_07-4.json,frame_000120.jpg|frame_000130.jpg|frame_000140.jpg,120|130|140,4.0262|4.3617|4.6972,data/frame_splits/train/fall/voxel_07-4/frame_000120.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000130.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000140.jpg,3
voxel_07-4_w0007,voxel_07-4,train,fall,1,data/voxel_huggingface_data/Fall/07-4.mp4,0.0,9.0254,4.6972,5.3347,7,14,3,data/frame_splits/train/fall/voxel_07-4,data/pose_splits/train/fall/voxel_07-4.json,frame_000140.jpg|frame_000150.jpg|frame_000159.jpg,140|150|159,4.6972|5.0327|5.3347,data/frame_splits/train/fall/voxel_07-4/frame_000140.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000150.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000159.jpg,3
voxel_07-4_w0008,voxel_07-4,train,fall,1,data/voxel_huggingface_data/Fall/07-4.mp4,0.0,9.0254,5.3347,6.0057,8,16,3,data/frame_splits/train/fall/voxel_07-4,data/pose_splits/train/fall/voxel_07-4.json,frame_000159.jpg|frame_000169.jpg|frame_000179.jpg,159|169|179,5.3347|5.6702|6.0057,data/frame_splits/train/fall/voxel_07-4/frame_000159.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000169.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000179.jpg,3
voxel_07-4_w0009,voxel_07-4,train,fall,1,data/voxel_huggingface_data/Fall/07-4.mp4,0.0,9.0254,6.0057,6.6768,9,18,3,data/frame_splits/train/fall/voxel_07-4,data/pose_splits/train/fall/voxel_07-4.json,frame_000179.jpg|frame_000189.jpg|frame_000199.jpg,179|189|199,6.0057|6.3413|6.6768,data/frame_splits/train/fall/voxel_07-4/frame_000179.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000189.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000199.jpg,3
voxel_07-4_w0010,voxel_07-4,train,fall,1,data/voxel_huggingface_data/Fall/07-4.mp4,0.0,9.0254,6.6768,7.3478,10,20,3,data/frame_splits/train/fall/voxel_07-4,data/pose_splits/train/fall/voxel_07-4.json,frame_000199.jpg|frame_000209.jpg|frame_000219.jpg,199|209|219,6.6768|7.0123|7.3478,data/frame_splits/train/fall/voxel_07-4/frame_000199.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000209.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000219.jpg,3
voxel_07-4_w0011,voxel_07-4,train,fall,1,data/voxel_huggingface_data/Fall/07-4.mp4,0.0,9.0254,7.3478,8.0188,11,22,3,data/frame_splits/train/fall/voxel_07-4,data/pose_splits/train/fall/voxel_07-4.json,frame_000219.jpg|frame_000229.jpg|frame_000239.jpg,219|229|239,7.3478|7.6833|8.0188,data/frame_splits/train/fall/voxel_07-4/frame_000219.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000229.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000239.jpg,3
voxel_07-4_w0012,voxel_07-4,train,fall,1,data/voxel_huggingface_data/Fall/07-4.mp4,0.0,9.0254,8.0188,8.6899,12,24,3,data/frame_splits/train/fall/voxel_07-4,data/pose_splits/train/fall/voxel_07-4.json,frame_000239.jpg|frame_000249.jpg|frame_000259.jpg,239|249|259,8.0188|8.3544|8.6899,data/frame_splits/train/fall/voxel_07-4/frame_000239.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000249.jpg|data/frame_splits/train/fall/voxel_07-4/frame_000259.jpg,3
voxel_07-6_w0000,voxel_07-6,train,fall,1,data/voxel_huggingface_data/Fall/07-6.mp4,0.0,6.305,0.0,0.6707,0,0,3,data/frame_splits/train/fall/voxel_07-6,data/pose_splits/train/fall/voxel_07-6.json,frame_000000.jpg|frame_000010.jpg|frame_000020.jpg,0|10|20,0.0|0.3354|0.6707,data/frame_splits/train/fall/voxel_07-6/frame_000000.jpg|data/frame_splits/train/fall/voxel_07-6/frame_000010.jpg|data/frame_splits/train/fall/voxel_07-6/frame_000020.jpg,3
voxel_07-6_w0001,voxel_07-6,train,fall,1,data/voxel_huggingface_data/Fall/07-6.mp4,0.0,6.305,0.6707,1.3415,1,2,3,data/frame_splits/train/fall/voxel_07-6,data/pose_splits/train/fall/voxel_07-6.json,frame_000020.jpg|frame_000030.jpg|frame_000040.jpg,20|30|40,0.6707|1.0061|1.3415,data/frame_splits/train/fall/voxel_07-6/frame_000020.jpg|data/frame_splits/train/fall/voxel_07-6/frame_000030.jpg|data/frame_splits/train/fall/voxel_07-6/frame_000040.jpg,3
voxel_07-6_w0002,voxel_07-6,train,fall,1,data/voxel_huggingface_data/Fall/07-6.mp4,0.0,6.305,1.3415,2.0122,2,4,3,data/frame_splits/train/fall/voxel_07-6,data/pose_splits/train/fall/voxel_07-6.json,frame_000040.jpg|frame_000050.jpg|frame_000060.jpg,40|50|60,1.3415|1.6769|2.0122,data/frame_splits/train/fall/voxel_07-6/frame_000040.jpg|data/frame_splits/train/fall/voxel_07-6/frame_000050.jpg|data/frame_splits/train/fall/voxel_07-6/frame_000060.jpg,3
voxel_07-6_w0003,voxel_07-6,train,fall,1,data/voxel_huggingface_data/Fall/07-6.mp4,0.0,6.305,2.0122,2.683,3,6,3,data/frame_splits/train/fall/voxel_07-6,data/pose_splits/train/fall/voxel_07-6.json,frame_000060.jpg|frame_000070.jpg|frame_000080.jpg,60|70|80,2.0122|2.3476|2.683,data/frame_splits/train/fall/voxel_07-6/frame_000060.jpg|data/frame_splits/train/fall/voxel_07-6/frame_000070.jpg|data/frame_splits/train/fall/voxel_07-6/frame_000080.jpg,3
voxel_07-6_w0004,voxel_07-6,train,fall,1,data/voxel_huggingface_data/Fall/07-6.mp4,0.0,6.305,2.683,3.3537,4,8,3,data/frame_splits/train/fall/voxel_07-6,data/pose_splits/train/fall/voxel_07-6.json,frame_000080.jpg|frame_000090.jpg|frame_000100.jpg,80|90|100,2.683|3.0184|3.3537,data/frame_splits/train/fall/voxel_07-6/frame_000080.jpg|data/frame_splits/train/fall/voxel_07-6/frame_000090.jpg|data/frame_splits/train/fall/voxel_07-6/frame_000100.jpg,3
voxel_07-6_w0005,voxel_07-6,train,fall,1,data/voxel_huggingface_data/Fall/07-6.mp4,0.0,6.305,3.3537,4.0245,5,10,3,data/frame_splits/train/fall/voxel_07-6,data/pose_splits/train/fall/voxel_07-6.json,frame_000100.jpg|frame_000110.jpg|frame_000120.jpg,100|110|120,3.3537|3.6891|4.0245,data/frame_splits/train/fall/voxel_07-6/frame_000100.jpg|data/frame_splits/train/fall/voxel_07-6/frame_000110.jpg|data/frame_splits/train/fall/voxel_07-6/frame_000120.jpg,3
voxel_07-6_w0006,voxel_07-6,train,fall,1,data/voxel_huggingface_data/Fall/07-6.mp4,0.0,6.305,4.0245,4.6952,6,12,3,data/frame_splits/train/fall/voxel_07-6,data/pose_splits/train/fall/voxel_07-6.json,frame_000120.jpg|frame_000130.jpg|frame_000140.jpg,120|130|140,4.0245|4.3599|4.6952,data/frame_splits/train/fall/voxel_07-6/frame_000120.jpg|data/frame_splits/train/fall/voxel_07-6/frame_000130.jpg|data/frame_splits/train/fall/voxel_07-6/frame_000140.jpg,3
voxel_07-6_w0007,voxel_07-6,train,fall,1,data/voxel_huggingface_data/Fall/07-6.mp4,0.0,6.305,4.6952,5.366,7,14,3,data/frame_splits/train/fall/voxel_07-6,data/pose_splits/train/fall/voxel_07-6.json,frame_000140.jpg|frame_000150.jpg|frame_000160.jpg,140|150|160,4.6952|5.0306|5.366,data/frame_splits/train/fall/voxel_07-6/frame_000140.jpg|data/frame_splits/train/fall/voxel_07-6/frame_000150.jpg|data/frame_splits/train/fall/voxel_07-6/frame_000160.jpg,3
voxel_07-6_w0008,voxel_07-6,train,fall,1,data/voxel_huggingface_data/Fall/07-6.mp4,0.0,6.305,5.366,6.0032,8,16,3,data/frame_splits/train/fall/voxel_07-6,data/pose_splits/train/fall/voxel_07-6.json,frame_000160.jpg|frame_000169.jpg|frame_000179.jpg,160|169|179,5.366|5.6678|6.0032,data/frame_splits/train/fall/voxel_07-6/frame_000160.jpg|data/frame_splits/train/fall/voxel_07-6/frame_000169.jpg|data/frame_splits/train/fall/voxel_07-6/frame_000179.jpg,3
voxel_08-2_w0000,voxel_08-2,train,fall,1,data/voxel_huggingface_data/Fall/08-2.mp4,0.0,6.0643,0.0,0.6701,0,0,3,data/frame_splits/train/fall/voxel_08-2,data/pose_splits/train/fall/voxel_08-2.json,frame_000000.jpg|frame_000010.jpg|frame_000020.jpg,0|10|20,0.0|0.335|0.6701,data/frame_splits/train/fall/voxel_08-2/frame_000000.jpg|data/frame_splits/train/fall/voxel_08-2/frame_000010.jpg|data/frame_splits/train/fall/voxel_08-2/frame_000020.jpg,3
voxel_08-2_w0001,voxel_08-2,train,fall,1,data/voxel_huggingface_data/Fall/08-2.mp4,0.0,6.0643,0.6701,1.3402,1,2,3,data/frame_splits/train/fall/voxel_08-2,data/pose_splits/train/fall/voxel_08-2.json,frame_000020.jpg|frame_000030.jpg|frame_000040.jpg,20|30|40,0.6701|1.0051|1.3402,data/frame_splits/train/fall/voxel_08-2/frame_000020.jpg|data/frame_splits/train/fall/voxel_08-2/frame_000030.jpg|data/frame_splits/train/fall/voxel_08-2/frame_000040.jpg,3
voxel_08-2_w0002,voxel_08-2,train,fall,1,data/voxel_huggingface_data/Fall/08-2.mp4,0.0,6.0643,1.3402,2.0103,2,4,3,data/frame_splits/train/fall/voxel_08-2,data/pose_splits/train/fall/voxel_08-2.json,frame_000040.jpg|frame_000050.jpg|frame_000060.jpg,40|50|60,1.3402|1.6752|2.0103,data/frame_splits/train/fall/voxel_08-2/frame_000040.jpg|data/frame_splits/train/fall/voxel_08-2/frame_000050.jpg|data/frame_splits/train/fall/voxel_08-2/frame_000060.jpg,3
voxel_08-2_w0003,voxel_08-2,train,fall,1,data/voxel_huggingface_data/Fall/08-2.mp4,0.0,6.0643,2.0103,2.6804,3,6,3,data/frame_splits/train/fall/voxel_08-2,data/pose_splits/train/fall/voxel_08-2.json,frame_000060.jpg|frame_000070.jpg|frame_000080.jpg,60|70|80,2.0103|2.3453|2.6804,data/frame_splits/train/fall/voxel_08-2/frame_000060.jpg|data/frame_splits/train/fall/voxel_08-2/frame_000070.jpg|data/frame_splits/train/fall/voxel_08-2/frame_000080.jpg,3
voxel_08-2_w0004,voxel_08-2,train,fall,1,data/voxel_huggingface_data/Fall/08-2.mp4,0.0,6.0643,2.6804,3.3505,4,8,3,data/frame_splits/train/fall/voxel_08-2,data/pose_splits/train/fall/voxel_08-2.json,frame_000080.jpg|frame_000090.jpg|frame_000100.jpg,80|90|100,2.6804|3.0154|3.3505,data/frame_splits/train/fall/voxel_08-2/frame_000080.jpg|data/frame_splits/train/fall/voxel_08-2/frame_000090.jpg|data/frame_splits/train/fall/voxel_08-2/frame_000100.jpg,3
voxel_08-2_w0005,voxel_08-2,train,fall,1,data/voxel_huggingface_data/Fall/08-2.mp4,0.0,6.0643,3.3505,4.0206,5,10,3,data/frame_splits/train/fall/voxel_08-2,data/pose_splits/train/fall/voxel_08-2.json,frame_000100.jpg|frame_000110.jpg|frame_000120.jpg,100|110|120,3.3505|3.6855|4.0206,data/frame_splits/train/fall/voxel_08-2/frame_000100.jpg|data/frame_splits/train/fall/voxel_08-2/frame_000110.jpg|data/frame_splits/train/fall/voxel_08-2/frame_000120.jpg,3
voxel_08-2_w0006,voxel_08-2,train,fall,1,data/voxel_huggingface_data/Fall/08-2.mp4,0.0,6.0643,4.0206,4.6907,6,12,3,data/frame_splits/train/fall/voxel_08-2,data/pose_splits/train/fall/voxel_08-2.json,frame_000120.jpg|frame_000130.jpg|frame_000140.jpg,120|130|140,4.0206|4.3556|4.6907,data/frame_splits/train/fall/voxel_08-2/frame_000120.jpg|data/frame_splits/train/fall/voxel_08-2/frame_000130.jpg|data/frame_splits/train/fall/voxel_08-2/frame_000140.jpg,3
voxel_08-2_w0007,voxel_08-2,train,fall,1,data/voxel_huggingface_data/Fall/08-2.mp4,0.0,6.0643,4.6907,5.3607,7,14,3,data/frame_splits/train/fall/voxel_08-2,data/pose_splits/train/fall/voxel_08-2.json,frame_000140.jpg|frame_000150.jpg|frame_000160.jpg,140|150|160,4.6907|5.0257|5.3607,data/frame_splits/train/fall/voxel_08-2/frame_000140.jpg|data/frame_splits/train/fall/voxel_08-2/frame_000150.jpg|data/frame_splits/train/fall/voxel_08-2/frame_000160.jpg,3
voxel_08-2_w0008,voxel_08-2,train,fall,1,data/voxel_huggingface_data/Fall/08-2.mp4,0.0,6.0643,5.3607,6.0308,8,16,3,data/frame_splits/train/fall/voxel_08-2,data/pose_splits/train/fall/voxel_08-2.json,frame_000160.jpg|frame_000170.jpg|frame_000180.jpg,160|170|180,5.3607|5.6958|6.0308,data/frame_splits/train/fall/voxel_08-2/frame_000160.jpg|data/frame_splits/train/fall/voxel_08-2/frame_000170.jpg|data/frame_splits/train/fall/voxel_08-2/frame_000180.jpg,3
voxel_08-4_w0000,voxel_08-4,train,fall,1,data/voxel_huggingface_data/Fall/08-4.mp4,0.0,6.3373,0.0,0.6814,0,0,3,data/frame_splits/train/fall/voxel_08-4,data/pose_splits/train/fall/voxel_08-4.json,frame_000000.jpg|frame_000010.jpg|frame_000020.jpg,0|10|20,0.0|0.3407|0.6814,data/frame_splits/train/fall/voxel_08-4/frame_000000.jpg|data/frame_splits/train/fall/voxel_08-4/frame_000010.jpg|data/frame_splits/train/fall/voxel_08-4/frame_000020.jpg,3
voxel_08-4_w0001,voxel_08-4,train,fall,1,data/voxel_huggingface_data/Fall/08-4.mp4,0.0,6.3373,0.6814,1.3629,1,2,3,data/frame_splits/train/fall/voxel_08-4,data/pose_splits/train/fall/voxel_08-4.json,frame_000020.jpg|frame_000030.jpg|frame_000040.jpg,20|30|40,0.6814|1.0221|1.3629,data/frame_splits/train/fall/voxel_08-4/frame_000020.jpg|data/frame_splits/train/fall/voxel_08-4/frame_000030.jpg|data/frame_splits/train/fall/voxel_08-4/frame_000040.jpg,3
voxel_08-4_w0002,voxel_08-4,train,fall,1,data/voxel_huggingface_data/Fall/08-4.mp4,0.0,6.3373,1.3629,2.0102,2,4,3,data/frame_splits/train/fall/voxel_08-4,data/pose_splits/train/fall/voxel_08-4.json,frame_000040.jpg|frame_000049.jpg|frame_000059.jpg,40|49|59,1.3629|1.6695|2.0102,data/frame_splits/train/fall/voxel_08-4/frame_000040.jpg|data/frame_splits/train/fall/voxel_08-4/frame_000049.jpg|data/frame_splits/train/fall/voxel_08-4/frame_000059.jpg,3
voxel_08-4_w0003,voxel_08-4,train,fall,1,data/voxel_huggingface_data/Fall/08-4.mp4,0.0,6.3373,2.0102,2.6917,3,6,3,data/frame_splits/train/fall/voxel_08-4,data/pose_splits/train/fall/voxel_08-4.json,frame_000059.jpg|frame_000069.jpg|frame_000079.jpg,59|69|79,2.0102|2.3509|2.6917,data/frame_splits/train/fall/voxel_08-4/frame_000059.jpg|data/frame_splits/train/fall/voxel_08-4/frame_000069.jpg|data/frame_splits/train/fall/voxel_08-4/frame_000079.jpg,2
voxel_08-4_w0004,voxel_08-4,train,fall,1,data/voxel_huggingface_data/Fall/08-4.mp4,0.0,6.3373,2.6917,3.339,4,8,3,data/frame_splits/train/fall/voxel_08-4,data/pose_splits/train/fall/voxel_08-4.json,frame_000079.jpg|frame_000089.jpg|frame_000098.jpg,79|89|98,2.6917|3.0324|3.339,data/frame_splits/train/fall/voxel_08-4/frame_000079.jpg|data/frame_splits/train/fall/voxel_08-4/frame_000089.jpg|data/frame_splits/train/fall/voxel_08-4/frame_000098.jpg,3
voxel_08-4_w0005,voxel_08-4,train,fall,1,data/voxel_huggingface_data/Fall/08-4.mp4,0.0,6.3373,3.339,4.0204,5,10,3,data/frame_splits/train/fall/voxel_08-4,data/pose_splits/train/fall/voxel_08-4.json,frame_000098.jpg|frame_000108.jpg|frame_000118.jpg,98|108|118,3.339|3.6797|4.0204,data/frame_splits/train/fall/voxel_08-4/frame_000098.jpg|data/frame_splits/train/fall/voxel_08-4/frame_000108.jpg|data/frame_splits/train/fall/voxel_08-4/frame_000118.jpg,3
voxel_08-4_w0006,voxel_08-4,train,fall,1,data/voxel_huggingface_data/Fall/08-4.mp4,0.0,6.3373,4.0204,4.6678,6,12,3,data/frame_splits/train/fall/voxel_08-4,data/pose_splits/train/fall/voxel_08-4.json,frame_000118.jpg|frame_000128.jpg|frame_000137.jpg,118|128|137,4.0204|4.3612|4.6678,data/frame_splits/train/fall/voxel_08-4/frame_000118.jpg|data/frame_splits/train/fall/voxel_08-4/frame_000128.jpg|data/frame_splits/train/fall/voxel_08-4/frame_000137.jpg,3
voxel_08-4_w0007,voxel_08-4,train,fall,1,data/voxel_huggingface_data/Fall/08-4.mp4,0.0,6.3373,4.6678,5.3492,7,14,3,data/frame_splits/train/fall/voxel_08-4,data/pose_splits/train/fall/voxel_08-4.json,frame_000137.jpg|frame_000147.jpg|frame_000157.jpg,137|147|157,4.6678|5.0085|5.3492,data/frame_splits/train/fall/voxel_08-4/frame_000137.jpg|data/frame_splits/train/fall/voxel_08-4/frame_000147.jpg|data/frame_splits/train/fall/voxel_08-4/frame_000157.jpg,3
voxel_08-4_w0008,voxel_08-4,train,fall,1,data/voxel_huggingface_data/Fall/08-4.mp4,0.0,6.3373,5.3492,6.0307,8,16,3,data/frame_splits/train/fall/voxel_08-4,data/pose_splits/train/fall/voxel_08-4.json,frame_000157.jpg|frame_000167.jpg|frame_000177.jpg,157|167|177,5.3492|5.6899|6.0307,data/frame_splits/train/fall/voxel_08-4/frame_000157.jpg|data/frame_splits/train/fall/voxel_08-4/frame_000167.jpg|data/frame_splits/train/fall/voxel_08-4/frame_000177.jpg,3
voxel_08-6_w0000,voxel_08-6,train,fall,1,data/voxel_huggingface_data/Fall/08-6.mp4,0.0,6.2575,0.0,0.6693,0,0,3,data/frame_splits/train/fall/voxel_08-6,data/pose_splits/train/fall/voxel_08-6.json,frame_000000.jpg|frame_000010.jpg|frame_000020.jpg,0|10|20,0.0|0.3346|0.6693,data/frame_splits/train/fall/voxel_08-6/frame_000000.jpg|data/frame_splits/train/fall/voxel_08-6/frame_000010.jpg|data/frame_splits/train/fall/voxel_08-6/frame_000020.jpg,3
voxel_08-6_w0001,voxel_08-6,train,fall,1,data/voxel_huggingface_data/Fall/08-6.mp4,0.0,6.2575,0.6693,1.3385,1,2,3,data/frame_splits/train/fall/voxel_08-6,data/pose_splits/train/fall/voxel_08-6.json,frame_000020.jpg|frame_000030.jpg|frame_000040.jpg,20|30|40,0.6693|1.0039|1.3385,data/frame_splits/train/fall/voxel_08-6/frame_000020.jpg|data/frame_splits/train/fall/voxel_08-6/frame_000030.jpg|data/frame_splits/train/fall/voxel_08-6/frame_000040.jpg,3
voxel_08-6_w0002,voxel_08-6,train,fall,1,data/voxel_huggingface_data/Fall/08-6.mp4,0.0,6.2575,1.3385,2.0078,2,4,3,data/frame_splits/train/fall/voxel_08-6,data/pose_splits/train/fall/voxel_08-6.json,frame_000040.jpg|frame_000050.jpg|frame_000060.jpg,40|50|60,1.3385|1.6731|2.0078,data/frame_splits/train/fall/voxel_08-6/frame_000040.jpg|data/frame_splits/train/fall/voxel_08-6/frame_000050.jpg|data/frame_splits/train/fall/voxel_08-6/frame_000060.jpg,3
