video_id,dataset,label,target,group_id,camera,path,split,split_strategy,frame_dir,fps,frame_count,duration_seconds,sample_fps,sampling_interval_seconds,sampled_frame_count,total_frames_read
voxel_16-6,voxel_huggingface_data,fall,1,voxel::16-6,unknown,data/raw/voxel_huggingface_data/Fall/16-6.mp4,train,,data/processed/frames/train/fall/voxel_16-6,29.8355,212,7.1056,3.00,0.3333,22,212
voxel_18-4,voxel_huggingface_data,fall,1,voxel::18-4,unknown,data/raw/voxel_huggingface_data/Fall/18-4.mp4,train,,data/processed/frames/train/fall/voxel_18-4,14.9912,178,11.8736,3.00,0.3333,36,178
voxel_19-2,voxel_huggingface_data,fall,1,voxel::19-2,unknown,data/raw/voxel_huggingface_data/Fall/19-2.mp4,train,,data/processed/frames/train/fall/voxel_19-2,29.8300,463,15.5213,3.00,0.3333,47,463
voxel_20-2,voxel_huggingface_data,fall,1,voxel::20-2,unknown,data/raw/voxel_huggingface_data/Fall/20-2.mp4,train,,data/processed/frames/train/fall/voxel_20-2,29.8491,342,11.4576,3.00,0.3333,35,342
voxel_21-2,voxel_huggingface_data,fall,1,voxel::21-2,unknown,data/raw/voxel_huggingface_data/Fall/21-2.mp4,train,,data/processed/frames/train/fall/voxel_21-2,29.8218,283,9.4897,3.00,0.3333,29,283
voxel_24,voxel_huggingface_data,fall,1,voxel::24,unknown,data/raw/voxel_huggingface_data/Fall/24.mp4,train,,data/processed/frames/train/fall/voxel_24,29.8432,213,7.1373,3.00,0.3333,22,213
voxel_25,voxel_huggingface_data,fall,1,voxel::25,unknown,data/raw/voxel_huggingface_data/Fall/25.mp4,train,,data/processed/frames/train/fall/voxel_25,29.8716,218,7.2979,3.00,0.3333,22,218
voxel_01-3,voxel_huggingface_data,no_fall,0,voxel::01-3,unknown,data/raw/voxel_huggingface_data/No Fall/01-3.mp4,train,,data/processed/frames/train/no_fall/voxel_01-3,29.8166,261,8.7535,3.00,0.3333,27,261
voxel_01-5,voxel_huggingface_data,no_fall,0,voxel::01-5,unknown,data/raw/voxel_huggingface_data/No Fall/01-5.mp4,train,,data/processed/frames/train/no_fall/voxel_01-5,29.8353,370,12.4014,3.00,0.3333,38,370
voxel_01-7,voxel_huggingface_data,no_fall,0,voxel::01-7,unknown,data/raw/voxel_huggingface_data/No Fall/01-7.mp4,train,,data/processed/frames/train/no_fall/voxel_01-7,29.6125,245,8.2735,3.00,0.3333,25,245
voxel_02,voxel_huggingface_data,no_fall,0,voxel::02,unknown,data/raw/voxel_huggingface_data/No Fall/02.mp4,train,,data/processed/frames/train/no_fall/voxel_02,29.8472,352,11.7934,3.00,0.3333,36,352
voxel_02-3,voxel_huggingface_data,no_fall,0,voxel::02-3,unknown,data/raw/voxel_huggingface_data/No Fall/02-3.mp4,train,,data/processed/frames/train/no_fall/voxel_02-3,29.8768,273,9.1375,3.00,0.3333,28,273
voxel_02-5,voxel_huggingface_data,no_fall,0,voxel::02-5,unknown,data/raw/voxel_huggingface_data/No Fall/02-5.mp4,train,,data/processed/frames/train/no_fall/voxel_02-5,29.8254,315,10.5615,3.00,0.3333,32,315
voxel_02-7,voxel_huggingface_data,no_fall,0,voxel::02-7,unknown,data/raw/voxel_huggingface_data/No Fall/02-7.mp4,train,,data/processed/frames/train/no_fall/voxel_02-7,29.5985,198,6.6895,3.00,0.3333,20,198
voxel_03,voxel_huggingface_data,no_fall,0,voxel::03,unknown,data/raw/voxel_huggingface_data/No Fall/03.mp4,train,,data/processed/frames/train/no_fall/voxel_03,29.8224,356,11.9373,3.00,0.3333,36,356
voxel_03-7,voxel_huggingface_data,no_fall,0,voxel::03-7,unknown,data/raw/voxel_huggingface_data/No Fall/03-7.mp4,train,,data/processed/frames/train/no_fall/voxel_03-7,29.7484,199,6.6894,3.00,0.3333,20,199
voxel_04,voxel_huggingface_data,no_fall,0,voxel::04,unknown,data/raw/voxel_huggingface_data/No Fall/04.mp4,train,,data/processed/frames/train/no_fall/voxel_04,29.8411,234,7.8415,3.00,0.3333,24,234
voxel_04-5,voxel_huggingface_data,no_fall,0,voxel::04-5,unknown,data/raw/voxel_huggingface_data/No Fall/04-5.mp4,train,,data/processed/frames/train/no_fall/voxel_04-5,29.8244,388,13.0095,3.00,0.3333,39,388
voxel_04-7,voxel_huggingface_data,no_fall,0,voxel::04-7,unknown,data/raw/voxel_huggingface_data/No Fall/04-7.mp4,train,,data/processed/frames/train/no_fall/voxel_04-7,29.2634,170,5.8093,3.00,0.3333,18,170
voxel_05,voxel_huggingface_data,no_fall,0,voxel::05,unknown,data/raw/voxel_huggingface_data/No Fall/05.mp4,train,,data/processed/frames/train/no_fall/voxel_05,29.8589,323,10.8175,3.00,0.3333,33,323
voxel_05-5,voxel_huggingface_data,no_fall,0,voxel::05-5,unknown,data/raw/voxel_huggingface_data/No Fall/05-5.mp4,train,,data/processed/frames/train/no_fall/voxel_05-5,29.8845,220,7.3617,3.00,0.3333,22,220
voxel_05-7,voxel_huggingface_data,no_fall,0,voxel::05-7,unknown,data/raw/voxel_huggingface_data/No Fall/05-7.mp4,train,,data/processed/frames/train/no_fall/voxel_05-7,29.7755,314,10.5456,3.00,0.3333,32,314
voxel_06-2,voxel_huggingface_data,no_fall,0,voxel::06-2,unknown,data/raw/voxel_huggingface_data/No Fall/06-2.mp4,train,,data/processed/frames/train/no_fall/voxel_06-2,29.8477,267,8.9454,3.00,0.3333,27,267
voxel_06-4,voxel_huggingface_data,no_fall,0,voxel::06-4,unknown,data/raw/voxel_huggingface_data/No Fall/06-4.mp4,train,,data/processed/frames/train/no_fall/voxel_06-4,29.7981,196,6.5776,3.00,0.3333,20,196
voxel_07,voxel_huggingface_data,no_fall,0,voxel::07,unknown,data/raw/voxel_huggingface_data/No Fall/07.mp4,train,,data/processed/frames/train/no_fall/voxel_07,29.8613,388,12.9934,3.00,0.3333,39,388
voxel_07-7,voxel_huggingface_data,no_fall,0,voxel::07-7,unknown,data/raw/voxel_huggingface_data/No Fall/07-7.mp4,train,,data/processed/frames/train/no_fall/voxel_07-7,29.7191,224,7.5372,3.00,0.3333,23,224
voxel_08,voxel_huggingface_data,no_fall,0,voxel::08,unknown,data/raw/voxel_huggingface_data/No Fall/08.mp4,train,,data/processed/frames/train/no_fall/voxel_08,29.8560,408,13.6656,3.00,0.3333,41,408
voxel_08-5,voxel_huggingface_data,no_fall,0,voxel::08-5,unknown,data/raw/voxel_huggingface_data/No Fall/08-5.mp4,train,,data/processed/frames/train/no_fall/voxel_08-5,29.8278,368,12.3375,3.00,0.3333,37,368
voxel_08-7,voxel_huggingface_data,no_fall,0,voxel::08-7,unknown,data/raw/voxel_huggingface_data/No Fall/08-7.mp4,train,,data/processed/frames/train/no_fall/voxel_08-7,29.7324,187,6.2894,3.00,0.3333,19,187
voxel_09-5,voxel_huggingface_data,no_fall,0,voxel::09-5,unknown,data/raw/voxel_huggingface_data/No Fall/09-5.mp4,train,,data/processed/frames/train/no_fall/voxel_09-5,29.8447,362,12.1295,3.00,0.3333,37,362
voxel_10,voxel_huggingface_data,no_fall,0,voxel::10,unknown,data/raw/voxel_huggingface_data/No Fall/10.mp4,train,,data/processed/frames/train/no_fall/voxel_10,29.8624,226,7.5680,3.00,0.3333,23,226
voxel_10-3,voxel_huggingface_data,no_fall,0,voxel::10-3,unknown,data/raw/voxel_huggingface_data/No Fall/10-3.mp4,train,,data/processed/frames/train/no_fall/voxel_10-3,29.8386,371,12.4336,3.00,0.3333,38,371
voxel_10-5,voxel_huggingface_data,no_fall,0,voxel::10-5,unknown,data/raw/voxel_huggingface_data/No Fall/10-5.mp4,train,,data/processed/frames/train/no_fall/voxel_10-5,29.8410,382,12.8012,3.00,0.3333,39,382
voxel_10-7,voxel_huggingface_data,no_fall,0,voxel::10-7,unknown,data/raw/voxel_huggingface_data/No Fall/10-7.mp4,train,,data/processed/frames/train/no_fall/voxel_10-7,29.3275,115,3.9212,3.00,0.3333,12,115
voxel_11,voxel_huggingface_data,no_fall,0,voxel::11,unknown,data/raw/voxel_huggingface_data/No Fall/11.mp4,train,,data/processed/frames/train/no_fall/voxel_11,29.8439,298,9.9853,3.00,0.3333,30,298
voxel_11-5,voxel_huggingface_data,no_fall,0,voxel::11-5,unknown,data/raw/voxel_huggingface_data/No Fall/11-5.mp4,train,,data/processed/frames/train/no_fall/voxel_11-5,29.8467,320,10.7215,3.00,0.3333,33,320
voxel_12-3,voxel_huggingface_data,no_fall,0,voxel::12-3,unknown,data/raw/voxel_huggingface_data/No Fall/12-3.mp4,train,,data/processed/frames/train/no_fall/voxel_12-3,14.9906,160,10.6733,3.00,0.3333,32,160
voxel_12-5,voxel_huggingface_data,no_fall,0,voxel::12-5,unknown,data/raw/voxel_huggingface_data/No Fall/12-5.mp4,train,,data/processed/frames/train/no_fall/voxel_12-5,29.8514,257,8.6093,3.00,0.3333,26,257
voxel_12-7,voxel_huggingface_data,no_fall,0,voxel::12-7,unknown,data/raw/voxel_huggingface_data/No Fall/12-7.mp4,train,,data/processed/frames/train/no_fall/voxel_12-7,29.7427,218,7.3295,3.00,0.3333,22,218
voxel_13,voxel_huggingface_data,no_fall,0,voxel::13,unknown,data/raw/voxel_huggingface_data/No Fall/13.mp4,train,,data/processed/frames/train/no_fall/voxel_13,29.9074,145,4.8483,3.00,0.3333,15,145
voxel_13-3,voxel_huggingface_data,no_fall,0,voxel::13-3,unknown,data/raw/voxel_huggingface_data/No Fall/13-3.mp4,train,,data/processed/frames/train/no_fall/voxel_13-3,15.0437,130,8.6415,3.00,0.3333,26,130
voxel_13-5,voxel_huggingface_data,no_fall,0,voxel::13-5,unknown,data/raw/voxel_huggingface_data/No Fall/13-5.mp4,train,,data/processed/frames/train/no_fall/voxel_13-5,29.8750,164,5.4895,3.00,0.3333,17,164
voxel_13-7,voxel_huggingface_data,no_fall,0,voxel::13-7,unknown,data/raw/voxel_huggingface_data/No Fall/13-7.mp4,train,,data/processed/frames/train/no_fall/voxel_13-7,29.6562,187,6.3056,3.00,0.3333,19,187
voxel_14-2,voxel_huggingface_data,no_fall,0,voxel::14-2,unknown,data/raw/voxel_huggingface_data/No Fall/14-2.mp4,train,,data/processed/frames/train/no_fall/voxel_14-2,14.9981,168,11.2014,3.00,0.3333,34,168
voxel_14-3,voxel_huggingface_data,no_fall,0,voxel::14-3,unknown,data/raw/voxel_huggingface_data/No Fall/14-3.mp4,train,,data/processed/frames/train/no_fall/voxel_14-3,15.0017,133,8.8656,3.00,0.3333,27,133
voxel_14-4,voxel_huggingface_data,no_fall,0,voxel::14-4,unknown,data/raw/voxel_huggingface_data/No Fall/14-4.mp4,train,,data/processed/frames/train/no_fall/voxel_14-4,29.8238,367,12.3056,3.00,0.3333,37,367
voxel_14-7,voxel_huggingface_data,no_fall,0,voxel::14-7,unknown,data/raw/voxel_huggingface_data/No Fall/14-7.mp4,train,,data/processed/frames/train/no_fall/voxel_14-7,29.5339,173,5.8577,3.00,0.3333,18,173
voxel_15,voxel_huggingface_data,no_fall,0,voxel::15,unknown,data/raw/voxel_huggingface_data/No Fall/15.mp4,train,,data/processed/frames/train/no_fall/voxel_15,15.0150,179,11.9214,3.00,0.3333,36,179
voxel_15-3,voxel_huggingface_data,no_fall,0,voxel::15-3,unknown,data/raw/voxel_huggingface_data/No Fall/15-3.mp4,train,,data/processed/frames/train/no_fall/voxel_15-3,15.0028,115,7.6652,3.00,0.3333,23,115
voxel_15-5,voxel_huggingface_data,no_fall,0,voxel::15-5,unknown,data/raw/voxel_huggingface_data/No Fall/15-5.mp4,train,,data/processed/frames/train/no_fall/voxel_15-5,29.8336,159,5.3296,3.00,0.3333,16,159
voxel_16,voxel_huggingface_data,no_fall,0,voxel::16,unknown,data/raw/voxel_huggingface_data/No Fall/16.mp4,train,,data/processed/frames/train/no_fall/voxel_16,14.9946,173,11.5375,3.00,0.3333,35,173
voxel_16-3,voxel_huggingface_data,no_fall,0,voxel::16-3,unknown,data/raw/voxel_huggingface_data/No Fall/16-3.mp4,train,,data/processed/frames/train/no_fall/voxel_16-3,29.8325,306,10.2573,3.00,0.3333,31,306
voxel_16-5,voxel_huggingface_data,no_fall,0,voxel::16-5,unknown,data/raw/voxel_huggingface_data/No Fall/16-5.mp4,train,,data/processed/frames/train/no_fall/voxel_16-5,29.8421,213,7.1376,3.00,0.3333,22,213
voxel_16-7,voxel_huggingface_data,no_fall,0,voxel::16-7,unknown,data/raw/voxel_huggingface_data/No Fall/16-7.mp4,train,,data/processed/frames/train/no_fall/voxel_16-7,29.5337,104,3.5214,3.00,0.3333,11,104
voxel_17-3,voxel_huggingface_data,no_fall,0,voxel::17-3,unknown,data/raw/voxel_huggingface_data/No Fall/17-3.mp4,train,,data/processed/frames/train/no_fall/voxel_17-3,15.0048,182,12.1294,3.00,0.3333,37,182
voxel_18-2,voxel_huggingface_data,no_fall,0,voxel::18-2,unknown,data/raw/voxel_huggingface_data/No Fall/18-2.mp4,train,,data/processed/frames/train/no_fall/voxel_18-2,29.8610,345,11.5535,3.00,0.3333,35,345
voxel_18-3,voxel_huggingface_data,no_fall,0,voxel::18-3,unknown,data/raw/voxel_huggingface_data/No Fall/18-3.mp4,train,,data/processed/frames/train/no_fall/voxel_18-3,15.0160,167,11.1215,3.00,0.3333,34,167
voxel_18-5,voxel_huggingface_data,no_fall,0,voxel::18-5,unknown,data/raw/voxel_huggingface_data/No Fall/18-5.mp4,train,,data/processed/frames/train/no_fall/voxel_18-5,29.8636,421,14.0974,3.00,0.3333,43,421
voxel_19-5,voxel_huggingface_data,no_fall,0,voxel::19-5,unknown,data/raw/voxel_huggingface_data/No Fall/19-5.mp4,train,,data/processed/frames/train/no_fall/voxel_19-5,29.8829,296,9.9053,3.00,0.3333,30,296
voxel_20,voxel_huggingface_data,no_fall,0,voxel::20,unknown,data/raw/voxel_huggingface_data/No Fall/20.mp4,train,,data/processed/frames/train/no_fall/voxel_20,15.0016,175,11.6654,3.00,0.3333,35,175
voxel_20-5,voxel_huggingface_data,no_fall,0,voxel::20-5,unknown,data/raw/voxel_huggingface_data/No Fall/20-5.mp4,train,,data/processed/frames/train/no_fall/voxel_20-5,29.8492,523,17.5214,3.00,0.3333,53,523
voxel_21,voxel_huggingface_data,no_fall,0,voxel::21,unknown,data/raw/voxel_huggingface_data/No Fall/21.mp4,train,,data/processed/frames/train/no_fall/voxel_21,15.0057,158,10.5293,3.00,0.3333,32,158
voxel_21-3,voxel_huggingface_data,no_fall,0,voxel::21-3,unknown,data/raw/voxel_huggingface_data/No Fall/21-3.mp4,train,,data/processed/frames/train/no_fall/voxel_21-3,29.8283,305,10.2252,3.00,0.3333,31,305
voxel_22-3,voxel_huggingface_data,no_fall,0,voxel::22-3,unknown,data/raw/voxel_huggingface_data/No Fall/22-3.mp4,train,,data/processed/frames/train/no_fall/voxel_22-3,29.8221,283,9.4896,3.00,0.3333,29,283
