video_id    , dataset               , label  , target, group_id     , camera , path                                                , split
voxel_05-5  , voxel_huggingface_data, no_fall,      0, voxel::05-5  , unknown, data/voxel_huggingface_data/No Fall/05-5.mp4        , train
voxel_05-7  , voxel_huggingface_data, no_fall,      0, voxel::05-7  , unknown, data/voxel_huggingface_data/No Fall/05-7.mp4        , train
voxel_06-2  , voxel_huggingface_data, no_fall,      0, voxel::06-2  , unknown, data/voxel_huggingface_data/No Fall/06-2.mp4        , train
voxel_06-4  , voxel_huggingface_data, no_fall,      0, voxel::06-4  , unknown, data/voxel_huggingface_data/No Fall/06-4.mp4        , train
voxel_07    , voxel_huggingface_data, no_fall,      0, voxel::07    , unknown, data/voxel_huggingface_data/No Fall/07.mp4          , train
voxel_07-7  , voxel_huggingface_data, no_fall,      0, voxel::07-7  , unknown, data/voxel_huggingface_data/No Fall/07-7.mp4        , train
voxel_08    , voxel_huggingface_data, no_fall,      0, voxel::08    , unknown, data/voxel_huggingface_data/No Fall/08.mp4          , train
voxel_08-5  , voxel_huggingface_data, no_fall,      0, voxel::08-5  , unknown, data/voxel_huggingface_data/No Fall/08-5.mp4        , train
voxel_08-7  , voxel_huggingface_data, no_fall,      0, voxel::08-7  , unknown, data/voxel_huggingface_data/No Fall/08-7.mp4        , train
voxel_09-5  , voxel_huggingface_data, no_fall,      0, voxel::09-5  , unknown, data/voxel_huggingface_data/No Fall/09-5.mp4        , train
voxel_10    , voxel_huggingface_data, no_fall,      0, voxel::10    , unknown, data/voxel_huggingface_data/No Fall/10.mp4          , train
voxel_10-3  , voxel_huggingface_data, no_fall,      0, voxel::10-3  , unknown, data/voxel_huggingface_data/No Fall/10-3.mp4        , train
voxel_10-5  , voxel_huggingface_data, no_fall,      0, voxel::10-5  , unknown, data/voxel_huggingface_data/No Fall/10-5.mp4        , train
voxel_10-7  , voxel_huggingface_data, no_fall,      0, voxel::10-7  , unknown, data/voxel_huggingface_data/No Fall/10-7.mp4        , train
voxel_11    , voxel_huggingface_data, no_fall,      0, voxel::11    , unknown, data/voxel_huggingface_data/No Fall/11.mp4          , train
voxel_11-5  , voxel_huggingface_data, no_fall,      0, voxel::11-5  , unknown, data/voxel_huggingface_data/No Fall/11-5.mp4        , train
voxel_12-3  , voxel_huggingface_data, no_fall,      0, voxel::12-3  , unknown, data/voxel_huggingface_data/No Fall/12-3.mp4        , train
voxel_12-5  , voxel_huggingface_data, no_fall,      0, voxel::12-5  , unknown, data/voxel_huggingface_data/No Fall/12-5.mp4        , train
voxel_12-7  , voxel_huggingface_data, no_fall,      0, voxel::12-7  , unknown, data/voxel_huggingface_data/No Fall/12-7.mp4        , train
voxel_13    , voxel_huggingface_data, no_fall,      0, voxel::13    , unknown, data/voxel_huggingface_data/No Fall/13.mp4          , train
voxel_13-3  , voxel_huggingface_data, no_fall,      0, voxel::13-3  , unknown, data/voxel_huggingface_data/No Fall/13-3.mp4        , train
voxel_13-5  , voxel_huggingface_data, no_fall,      0, voxel::13-5  , unknown, data/voxel_huggingface_data/No Fall/13-5.mp4        , train
voxel_13-7  , voxel_huggingface_data, no_fall,      0, voxel::13-7  , unknown, data/voxel_huggingface_data/No Fall/13-7.mp4        , train
voxel_14-2  , voxel_huggingface_data, no_fall,      0, voxel::14-2  , unknown, data/voxel_huggingface_data/No Fall/14-2.mp4        , train
voxel_14-3  , voxel_huggingface_data, no_fall,      0, voxel::14-3  , unknown, data/voxel_huggingface_data/No Fall/14-3.mp4        , train
voxel_14-4  , voxel_huggingface_data, no_fall,      0, voxel::14-4  , unknown, data/voxel_huggingface_data/No Fall/14-4.mp4        , train
voxel_14-7  , voxel_huggingface_data, no_fall,      0, voxel::14-7  , unknown, data/voxel_huggingface_data/No Fall/14-7.mp4        , train
voxel_15    , voxel_huggingface_data, no_fall,      0, voxel::15    , unknown, data/voxel_huggingface_data/No Fall/15.mp4          , train
voxel_15-3  , voxel_huggingface_data, no_fall,      0, voxel::15-3  , unknown, data/voxel_huggingface_data/No Fall/15-3.mp4        , train
voxel_15-5  , voxel_huggingface_data, no_fall,      0, voxel::15-5  , unknown, data/voxel_huggingface_data/No Fall/15-5.mp4        , train
voxel_16    , voxel_huggingface_data, no_fall,      0, voxel::16    , unknown, data/voxel_huggingface_data/No Fall/16.mp4          , train
voxel_16-3  , voxel_huggingface_data, no_fall,      0, voxel::16-3  , unknown, data/voxel_huggingface_data/No Fall/16-3.mp4        , train
voxel_16-5  , voxel_huggingface_data, no_fall,      0, voxel::16-5  , unknown, data/voxel_huggingface_data/No Fall/16-5.mp4        , train
voxel_16-7  , voxel_huggingface_data, no_fall,      0, voxel::16-7  , unknown, data/voxel_huggingface_data/No Fall/16-7.mp4        , train
voxel_17-3  , voxel_huggingface_data, no_fall,      0, voxel::17-3  , unknown, data/voxel_huggingface_data/No Fall/17-3.mp4        , train
voxel_18-2  , voxel_huggingface_data, no_fall,      0, voxel::18-2  , unknown, data/voxel_huggingface_data/No Fall/18-2.mp4        , train
voxel_18-3  , voxel_huggingface_data, no_fall,      0, voxel::18-3  , unknown, data/voxel_huggingface_data/No Fall/18-3.mp4        , train
voxel_18-5  , voxel_huggingface_data, no_fall,      0, voxel::18-5  , unknown, data/voxel_huggingface_data/No Fall/18-5.mp4        , train
voxel_19-5  , voxel_huggingface_data, no_fall,      0, voxel::19-5  , unknown, data/voxel_huggingface_data/No Fall/19-5.mp4        , train
voxel_20    , voxel_huggingface_data, no_fall,      0, voxel::20    , unknown, data/voxel_huggingface_data/No Fall/20.mp4          , train
voxel_20-5  , voxel_huggingface_data, no_fall,      0, voxel::20-5  , unknown, data/voxel_huggingface_data/No Fall/20-5.mp4        , train
voxel_21    , voxel_huggingface_data, no_fall,      0, voxel::21    , unknown, data/voxel_huggingface_data/No Fall/21.mp4          , train
voxel_21-3  , voxel_huggingface_data, no_fall,      0, voxel::21-3  , unknown, data/voxel_huggingface_data/No Fall/21-3.mp4        , train
voxel_22-3  , voxel_huggingface_data, no_fall,      0, voxel::22-3  , unknown, data/voxel_huggingface_data/No Fall/22-3.mp4        , train
voxel_07-2  , voxel_huggingface_data, fall   ,      1, voxel::07-2  , unknown, data/voxel_huggingface_data/Fall/07-2.mp4           , val
voxel_07-8  , voxel_huggingface_data, fall   ,      1, voxel::07-8  , unknown, data/voxel_huggingface_data/Fall/07-8.mp4           , val
voxel_09-6  , voxel_huggingface_data, fall   ,      1, voxel::09-6  , unknown, data/voxel_huggingface_data/Fall/09-6.mp4           , val
voxel_11-4  , voxel_huggingface_data, fall   ,      1, voxel::11-4  , unknown, data/voxel_huggingface_data/Fall/11-4.mp4           , val
voxel_12-8  , voxel_huggingface_data, fall   ,      1, voxel::12-8  , unknown, data/voxel_huggingface_data/Fall/12-8.mp4           , val
voxel_16-2  , voxel_huggingface_data, fall   ,      1, voxel::16-2  , unknown, data/voxel_huggingface_data/Fall/16-2.mp4           , val
voxel_16-8  , voxel_huggingface_data, fall   ,      1, voxel::16-8  , unknown, data/voxel_huggingface_data/Fall/16-8.mp4           , val
voxel_17-2  , voxel_huggingface_data, fall   ,      1, voxel::17-2  , unknown, data/voxel_huggingface_data/Fall/17-2.mp4           , val
voxel_17-4  , voxel_huggingface_data, fall   ,      1, voxel::17-4  , unknown, data/voxel_huggingface_data/Fall/17-4.mp4           , val
voxel_20-4  , voxel_huggingface_data, fall   ,      1, voxel::20-4  , unknown, data/voxel_huggingface_data/Fall/20-4.mp4           , val
voxel_21-4  , voxel_huggingface_data, fall   ,      1, voxel::21-4  , unknown, data/voxel_huggingface_data/Fall/21-4.mp4           , val
voxel_23-2  , voxel_huggingface_data, fall   ,      1, voxel::23-2  , unknown, data/voxel_huggingface_data/Fall/23-2.mp4           , val
voxel_02-4  , voxel_huggingface_data, no_fall,      0, voxel::02-4  , unknown, data/voxel_huggingface_data/No Fall/02-4.mp4        , val
voxel_03-5  , voxel_huggingface_data, no_fall,      0, voxel::03-5  , unknown, data/voxel_huggingface_data/No Fall/03-5.mp4        , val
voxel_04-3  , voxel_huggingface_data, no_fall,      0, voxel::04-3  , unknown, data/voxel_huggingface_data/No Fall/04-3.mp4        , val
voxel_07-5  , voxel_huggingface_data, no_fall,      0, voxel::07-5  , unknown, data/voxel_huggingface_data/No Fall/07-5.mp4        , val
voxel_08-3  , voxel_huggingface_data, no_fall,      0, voxel::08-3  , unknown, data/voxel_huggingface_data/No Fall/08-3.mp4        , val
voxel_09-7  , voxel_huggingface_data, no_fall,      0, voxel::09-7  , unknown, data/voxel_huggingface_data/No Fall/09-7.mp4        , val
voxel_11-3  , voxel_huggingface_data, no_fall,      0, voxel::11-3  , unknown, data/voxel_huggingface_data/No Fall/11-3.mp4        , val
voxel_15-7  , voxel_huggingface_data, no_fall,      0, voxel::15-7  , unknown, data/voxel_huggingface_data/No Fall/15-7.mp4        , val
voxel_17    , voxel_huggingface_data, no_fall,      0, voxel::17    , unknown, data/voxel_huggingface_data/No Fall/17.mp4          , val
voxel_17-5  , voxel_huggingface_data, no_fall,      0, voxel::17-5  , unknown, data/voxel_huggingface_data/No Fall/17-5.mp4        , val
voxel_18    , voxel_huggingface_data, no_fall,      0, voxel::18    , unknown, data/voxel_huggingface_data/No Fall/18.mp4          , val
voxel_19-3  , voxel_huggingface_data, no_fall,      0, voxel::19-3  , unknown, data/voxel_huggingface_data/No Fall/19-3.mp4        , val
