window_id,video_id,split,label,target,source_video_path,video_start_time_seconds,video_end_time_seconds,window_start_time_seconds,window_end_time_seconds,window_index,window_size,pose_json,pose_frame_count,frame_paths,frame_timestamps_seconds
voxel_01-2_w0007,voxel_01-2,train,fall,1,data/raw/voxel_huggingface_data/Fall/01-2.mp4,0.0,6.3681,4.6923,5.3626,7,3,data/processed/window_poses_readable/train/label_fall/voxel_01-2__video_0p000s_to_6p368s/window_0007__time_4p692s_to_5p363s__frames_000140_to_000160.json,3,data/processed/frames/train/fall/voxel_01-2/frame_000140.jpg|data/processed/frames/train/fall/voxel_01-2/frame_000150.jpg|data/processed/frames/train/fall/voxel_01-2/frame_000160.jpg,4.6923|5.0274|5.3626
voxel_01-2_w0008,voxel_01-2,train,fall,1,data/raw/voxel_huggingface_data/Fall/01-2.mp4,0.0,6.3681,5.3626,6.0329,8,3,data/processed/window_poses_readable/train/label_fall/voxel_01-2__video_0p000s_to_6p368s/window_0008__time_5p363s_to_6p033s__frames_000160_to_000180.json,3,data/processed/frames/train/fall/voxel_01-2/frame_000160.jpg|data/processed/frames/train/fall/voxel_01-2/frame_000170.jpg|data/processed/frames/train/fall/voxel_01-2/frame_000180.jpg,5.3626|5.6978|6.0329
voxel_01-6_w0000,voxel_01-6,train,fall,1,data/raw/voxel_huggingface_data/Fall/01-6.mp4,0.0,4.6575,0.0,0.6701,0,3,data/processed/window_poses_readable/train/label_fall/voxel_01-6__video_0p000s_to_4p657s/window_0000__time_0p000s_to_0p670s__frames_000000_to_000020.json,1,data/processed/frames/train/fall/voxel_01-6/frame_000000.jpg|data/processed/frames/train/fall/voxel_01-6/frame_000010.jpg|data/processed/frames/train/fall/voxel_01-6/frame_000020.jpg,0.0|0.3351|0.6701
voxel_01-6_w0001,voxel_01-6,train,fall,1,data/raw/voxel_huggingface_data/Fall/01-6.mp4,0.0,4.6575,0.6701,1.3403,1,3,data/processed/window_poses_readable/train/label_fall/voxel_01-6__video_0p000s_to_4p657s/window_0001__time_0p670s_to_1p340s__frames_000020_to_000040.json,0,data/processed/frames/train/fall/voxel_01-6/frame_000020.jpg|data/processed/frames/train/fall/voxel_01-6/frame_000030.jpg|data/processed/frames/train/fall/voxel_01-6/frame_000040.jpg,0.6701|1.0052|1.3403
voxel_01-6_w0002,voxel_01-6,train,fall,1,data/raw/voxel_huggingface_data/Fall/01-6.mp4,0.0,4.6575,1.3403,2.0104,2,3,data/processed/window_poses_readable/train/label_fall/voxel_01-6__video_0p000s_to_4p657s/window_0002__time_1p340s_to_2p010s__frames_000040_to_000060.json,2,data/processed/frames/train/fall/voxel_01-6/frame_000040.jpg|data/processed/frames/train/fall/voxel_01-6/frame_000050.jpg|data/processed/frames/train/fall/voxel_01-6/frame_000060.jpg,1.3403|1.6754|2.0104
voxel_01-6_w0003,voxel_01-6,train,fall,1,data/raw/voxel_huggingface_data/Fall/01-6.mp4,0.0,4.6575,2.0104,2.6806,3,3,data/processed/window_poses_readable/train/label_fall/voxel_01-6__video_0p000s_to_4p657s/window_0003__time_2p010s_to_2p681s__frames_000060_to_000080.json,3,data/processed/frames/train/fall/voxel_01-6/frame_000060.jpg|data/processed/frames/train/fall/voxel_01-6/frame_000070.jpg|data/processed/frames/train/fall/voxel_01-6/frame_000080.jpg,2.0104|2.3455|2.6806
voxel_01-6_w0004,voxel_01-6,train,fall,1,data/raw/voxel_huggingface_data/Fall/01-6.mp4,0.0,4.6575,2.6806,3.3507,4,3,data/processed/window_poses_readable/train/label_fall/voxel_01-6__video_0p000s_to_4p657s/window_0004__time_2p681s_to_3p351s__frames_000080_to_000100.json,3,data/processed/frames/train/fall/voxel_01-6/frame_000080.jpg|data/processed/frames/train/fall/voxel_01-6/frame_000090.jpg|data/processed/frames/train/fall/voxel_01-6/frame_000100.jpg,2.6806|3.0157|3.3507
voxel_01-6_w0005,voxel_01-6,train,fall,1,data/raw/voxel_huggingface_data/Fall/01-6.mp4,0.0,4.6575,3.3507,4.0209,5,3,data/processed/window_poses_readable/train/label_fall/voxel_01-6__video_0p000s_to_4p657s/window_0005__time_3p351s_to_4p021s__frames_000100_to_000120.json,3,data/processed/frames/train/fall/voxel_01-6/frame_000100.jpg|data/processed/frames/train/fall/voxel_01-6/frame_000110.jpg|data/processed/frames/train/fall/voxel_01-6/frame_000120.jpg,3.3507|3.6858|4.0209
voxel_01-8_w0000,voxel_01-8,train,fall,1,data/raw/voxel_huggingface_data/Fall/01-8.mp4,0.0,6.8655,0.0,0.6764,0,3,data/processed/window_poses_readable/train/label_fall/voxel_01-8__video_0p000s_to_6p865s/window_0000__time_0p000s_to_0p676s__frames_000000_to_000020.json,3,data/processed/frames/train/fall/voxel_01-8/frame_000000.jpg|data/processed/frames/train/fall/voxel_01-8/frame_000010.jpg|data/processed/frames/train/fall/voxel_01-8/frame_000020.jpg,0.0|0.3382|0.6764
voxel_01-8_w0001,voxel_01-8,train,fall,1,data/raw/voxel_huggingface_data/Fall/01-8.mp4,0.0,6.8655,0.6764,1.3528,1,3,data/processed/window_poses_readable/train/label_fall/voxel_01-8__video_0p000s_to_6p865s/window_0001__time_0p676s_to_1p353s__frames_000020_to_000040.json,3,data/processed/frames/train/fall/voxel_01-8/frame_000020.jpg|data/processed/frames/train/fall/voxel_01-8/frame_000030.jpg|data/processed/frames/train/fall/voxel_01-8/frame_000040.jpg,0.6764|1.0146|1.3528
voxel_01-8_w0002,voxel_01-8,train,fall,1,data/raw/voxel_huggingface_data/Fall/01-8.mp4,0.0,6.8655,1.3528,2.0292,2,3,data/processed/window_poses_readable/train/label_fall/voxel_01-8__video_0p000s_to_6p865s/window_0002__time_1p353s_to_2p029s__frames_000040_to_000060.json,3,data/processed/frames/train/fall/voxel_01-8/frame_000040.jpg|data/processed/frames/train/fall/voxel_01-8/frame_000050.jpg|data/processed/frames/train/fall/voxel_01-8/frame_000060.jpg,1.3528|1.691|2.0292
voxel_01-8_w0003,voxel_01-8,train,fall,1,data/raw/voxel_huggingface_data/Fall/01-8.mp4,0.0,6.8655,2.0292,2.6718,3,3,data/processed/window_poses_readable/train/label_fall/voxel_01-8__video_0p000s_to_6p865s/window_0003__time_2p029s_to_2p672s__frames_000060_to_000079.json,3,data/processed/frames/train/fall/voxel_01-8/frame_000060.jpg|data/processed/frames/train/fall/voxel_01-8/frame_000069.jpg|data/processed/frames/train/fall/voxel_01-8/frame_000079.jpg,2.0292|2.3336|2.6718
voxel_01-8_w0004,voxel_01-8,train,fall,1,data/raw/voxel_huggingface_data/Fall/01-8.mp4,0.0,6.8655,2.6718,3.3482,4,3,data/processed/window_poses_readable/train/label_fall/voxel_01-8__video_0p000s_to_6p865s/window_0004__time_2p672s_to_3p348s__frames_000079_to_000099.json,3,data/processed/frames/train/fall/voxel_01-8/frame_000079.jpg|data/processed/frames/train/fall/voxel_01-8/frame_000089.jpg|data/processed/frames/train/fall/voxel_01-8/frame_000099.jpg,2.6718|3.01|3.3482
voxel_01-8_w0005,voxel_01-8,train,fall,1,data/raw/voxel_huggingface_data/Fall/01-8.mp4,0.0,6.8655,3.3482,4.0246,5,3,data/processed/window_poses_readable/train/label_fall/voxel_01-8__video_0p000s_to_6p865s/window_0005__time_3p348s_to_4p025s__frames_000099_to_000119.json,3,data/processed/frames/train/fall/voxel_01-8/frame_000099.jpg|data/processed/frames/train/fall/voxel_01-8/frame_000109.jpg|data/processed/frames/train/fall/voxel_01-8/frame_000119.jpg,3.3482|3.6864|4.0246
voxel_01-8_w0006,voxel_01-8,train,fall,1,data/raw/voxel_huggingface_data/Fall/01-8.mp4,0.0,6.8655,4.0246,4.6672,6,3,data/processed/window_poses_readable/train/label_fall/voxel_01-8__video_0p000s_to_6p865s/window_0006__time_4p025s_to_4p667s__frames_000119_to_000138.json,1,data/processed/frames/train/fall/voxel_01-8/frame_000119.jpg|data/processed/frames/train/fall/voxel_01-8/frame_000129.jpg|data/processed/frames/train/fall/voxel_01-8/frame_000138.jpg,4.0246|4.3628|4.6672
voxel_01-8_w0007,voxel_01-8,train,fall,1,data/raw/voxel_huggingface_data/Fall/01-8.mp4,0.0,6.8655,4.6672,5.3436,7,3,data/processed/window_poses_readable/train/label_fall/voxel_01-8__video_0p000s_to_6p865s/window_0007__time_4p667s_to_5p344s__frames_000138_to_000158.json,0,data/processed/frames/train/fall/voxel_01-8/frame_000138.jpg|data/processed/frames/train/fall/voxel_01-8/frame_000148.jpg|data/processed/frames/train/fall/voxel_01-8/frame_000158.jpg,4.6672|5.0054|5.3436
voxel_01-8_w0008,voxel_01-8,train,fall,1,data/raw/voxel_huggingface_data/Fall/01-8.mp4,0.0,6.8655,5.3436,6.02,8,3,data/processed/window_poses_readable/train/label_fall/voxel_01-8__video_0p000s_to_6p865s/window_0008__time_5p344s_to_6p020s__frames_000158_to_000178.json,0,data/processed/frames/train/fall/voxel_01-8/frame_000158.jpg|data/processed/frames/train/fall/voxel_01-8/frame_000168.jpg|data/processed/frames/train/fall/voxel_01-8/frame_000178.jpg,5.3436|5.6818|6.02
voxel_01-8_w0009,voxel_01-8,train,fall,1,data/raw/voxel_huggingface_data/Fall/01-8.mp4,0.0,6.8655,6.02,6.6964,9,3,data/processed/window_poses_readable/train/label_fall/voxel_01-8__video_0p000s_to_6p865s/window_0009__time_6p020s_to_6p696s__frames_000178_to_000198.json,0,data/processed/frames/train/fall/voxel_01-8/frame_000178.jpg|data/processed/frames/train/fall/voxel_01-8/frame_000188.jpg|data/processed/frames/train/fall/voxel_01-8/frame_000198.jpg,6.02|6.3582|6.6964
voxel_02-2_w0000,voxel_02-2,train,fall,1,data/raw/voxel_huggingface_data/Fall/02-2.mp4,0.0,8.4479,0.0,0.6705,0,3,data/processed/window_poses_readable/train/label_fall/voxel_02-2__video_0p000s_to_8p448s/window_0000__time_0p000s_to_0p670s__frames_000000_to_000020.json,3,data/processed/frames/train/fall/voxel_02-2/frame_000000.jpg|data/processed/frames/train/fall/voxel_02-2/frame_000010.jpg|data/processed/frames/train/fall/voxel_02-2/frame_000020.jpg,0.0|0.3352|0.6705
voxel_02-2_w0001,voxel_02-2,train,fall,1,data/raw/voxel_huggingface_data/Fall/02-2.mp4,0.0,8.4479,0.6705,1.3409,1,3,data/processed/window_poses_readable/train/label_fall/voxel_02-2__video_0p000s_to_8p448s/window_0001__time_0p670s_to_1p341s__frames_000020_to_000040.json,3,data/processed/frames/train/fall/voxel_02-2/frame_000020.jpg|data/processed/frames/train/fall/voxel_02-2/frame_000030.jpg|data/processed/frames/train/fall/voxel_02-2/frame_000040.jpg,0.6705|1.0057|1.3409
voxel_02-2_w0002,voxel_02-2,train,fall,1,data/raw/voxel_huggingface_data/Fall/02-2.mp4,0.0,8.4479,1.3409,2.0114,2,3,data/processed/window_poses_readable/train/label_fall/voxel_02-2__video_0p000s_to_8p448s/window_0002__time_1p341s_to_2p011s__frames_000040_to_000060.json,3,data/processed/frames/train/fall/voxel_02-2/frame_000040.jpg|data/processed/frames/train/fall/voxel_02-2/frame_000050.jpg|data/processed/frames/train/fall/voxel_02-2/frame_000060.jpg,1.3409|1.6762|2.0114
voxel_02-2_w0003,voxel_02-2,train,fall,1,data/raw/voxel_huggingface_data/Fall/02-2.mp4,0.0,8.4479,2.0114,2.6819,3,3,data/processed/window_poses_readable/train/label_fall/voxel_02-2__video_0p000s_to_8p448s/window_0003__time_2p011s_to_2p682s__frames_000060_to_000080.json,3,data/processed/frames/train/fall/voxel_02-2/frame_000060.jpg|data/processed/frames/train/fall/voxel_02-2/frame_000070.jpg|data/processed/frames/train/fall/voxel_02-2/frame_000080.jpg,2.0114|2.3466|2.6819
voxel_02-2_w0004,voxel_02-2,train,fall,1,data/raw/voxel_huggingface_data/Fall/02-2.mp4,0.0,8.4479,2.6819,3.3523,4,3,data/processed/window_poses_readable/train/label_fall/voxel_02-2__video_0p000s_to_8p448s/window_0004__time_2p682s_to_3p352s__frames_000080_to_000100.json,3,data/processed/frames/train/fall/voxel_02-2/frame_000080.jpg|data/processed/frames/train/fall/voxel_02-2/frame_000090.jpg|data/processed/frames/train/fall/voxel_02-2/frame_000100.jpg,2.6819|3.0171|3.3523
voxel_02-2_w0005,voxel_02-2,train,fall,1,data/raw/voxel_huggingface_data/Fall/02-2.mp4,0.0,8.4479,3.3523,4.0228,5,3,data/processed/window_poses_readable/train/label_fall/voxel_02-2__video_0p000s_to_8p448s/window_0005__time_3p352s_to_4p023s__frames_000100_to_000120.json,3,data/processed/frames/train/fall/voxel_02-2/frame_000100.jpg|data/processed/frames/train/fall/voxel_02-2/frame_000110.jpg|data/processed/frames/train/fall/voxel_02-2/frame_000120.jpg,3.3523|3.6876|4.0228
voxel_02-2_w0006,voxel_02-2,train,fall,1,data/raw/voxel_huggingface_data/Fall/02-2.mp4,0.0,8.4479,4.0228,4.6933,6,3,data/processed/window_poses_readable/train/label_fall/voxel_02-2__video_0p000s_to_8p448s/window_0006__time_4p023s_to_4p693s__frames_000120_to_000140.json,3,data/processed/frames/train/fall/voxel_02-2/frame_000120.jpg|data/processed/frames/train/fall/voxel_02-2/frame_000130.jpg|data/processed/frames/train/fall/voxel_02-2/frame_000140.jpg,4.0228|4.358|4.6933
voxel_02-2_w0007,voxel_02-2,train,fall,1,data/raw/voxel_huggingface_data/Fall/02-2.mp4,0.0,8.4479,4.6933,5.3637,7,3,data/processed/window_poses_readable/train/label_fall/voxel_02-2__video_0p000s_to_8p448s/window_0007__time_4p693s_to_5p364s__frames_000140_to_000160.json,3,data/processed/frames/train/fall/voxel_02-2/frame_000140.jpg|data/processed/frames/train/fall/voxel_02-2/frame_000150.jpg|data/processed/frames/train/fall/voxel_02-2/frame_000160.jpg,4.6933|5.0285|5.3637
voxel_02-2_w0008,voxel_02-2,train,fall,1,data/raw/voxel_huggingface_data/Fall/02-2.mp4,0.0,8.4479,5.3637,6.0007,8,3,data/processed/window_poses_readable/train/label_fall/voxel_02-2__video_0p000s_to_8p448s/window_0008__time_5p364s_to_6p001s__frames_000160_to_000179.json,1,data/processed/frames/train/fall/voxel_02-2/frame_000160.jpg|data/processed/frames/train/fall/voxel_02-2/frame_000170.jpg|data/processed/frames/train/fall/voxel_02-2/frame_000179.jpg,5.3637|5.699|6.0007
voxel_02-2_w0009,voxel_02-2,train,fall,1,data/raw/voxel_huggingface_data/Fall/02-2.mp4,0.0,8.4479,6.0007,6.6712,9,3,data/processed/window_poses_readable/train/label_fall/voxel_02-2__video_0p000s_to_8p448s/window_0009__time_6p001s_to_6p671s__frames_000179_to_000199.json,0,data/processed/frames/train/fall/voxel_02-2/frame_000179.jpg|data/processed/frames/train/fall/voxel_02-2/frame_000189.jpg|data/processed/frames/train/fall/voxel_02-2/frame_000199.jpg,6.0007|6.3359|6.6712
voxel_02-2_w0010,voxel_02-2,train,fall,1,data/raw/voxel_huggingface_data/Fall/02-2.mp4,0.0,8.4479,6.6712,7.3416,10,3,data/processed/window_poses_readable/train/label_fall/voxel_02-2__video_0p000s_to_8p448s/window_0010__time_6p671s_to_7p342s__frames_000199_to_000219.json,1,data/processed/frames/train/fall/voxel_02-2/frame_000199.jpg|data/processed/frames/train/fall/voxel_02-2/frame_000209.jpg|data/processed/frames/train/fall/voxel_02-2/frame_000219.jpg,6.6712|7.0064|7.3416
voxel_02-2_w0011,voxel_02-2,train,fall,1,data/raw/voxel_huggingface_data/Fall/02-2.mp4,0.0,8.4479,7.3416,8.0121,11,3,data/processed/window_poses_readable/train/label_fall/voxel_02-2__video_0p000s_to_8p448s/window_0011__time_7p342s_to_8p012s__frames_000219_to_000239.json,2,data/processed/frames/train/fall/voxel_02-2/frame_000219.jpg|data/processed/frames/train/fall/voxel_02-2/frame_000229.jpg|data/processed/frames/train/fall/voxel_02-2/frame_000239.jpg,7.3416|7.6769|8.0121
voxel_02-8_w0000,voxel_02-8,train,fall,1,data/raw/voxel_huggingface_data/Fall/02-8.mp4,0.0,6.3695,0.0,0.674,0,3,data/processed/window_poses_readable/train/label_fall/voxel_02-8__video_0p000s_to_6p370s/window_0000__time_0p000s_to_0p674s__frames_000000_to_000020.json,3,data/processed/frames/train/fall/voxel_02-8/frame_000000.jpg|data/processed/frames/train/fall/voxel_02-8/frame_000010.jpg|data/processed/frames/train/fall/voxel_02-8/frame_000020.jpg,0.0|0.337|0.674
voxel_02-8_w0001,voxel_02-8,train,fall,1,data/raw/voxel_huggingface_data/Fall/02-8.mp4,0.0,6.3695,0.674,1.348,1,3,data/processed/window_poses_readable/train/label_fall/voxel_02-8__video_0p000s_to_6p370s/window_0001__time_0p674s_to_1p348s__frames_000020_to_000040.json,3,data/processed/frames/train/fall/voxel_02-8/frame_000020.jpg|data/processed/frames/train/fall/voxel_02-8/frame_000030.jpg|data/processed/frames/train/fall/voxel_02-8/frame_000040.jpg,0.674|1.011|1.348
voxel_02-8_w0002,voxel_02-8,train,fall,1,data/raw/voxel_huggingface_data/Fall/02-8.mp4,0.0,6.3695,1.348,2.0221,2,3,data/processed/window_poses_readable/train/label_fall/voxel_02-8__video_0p000s_to_6p370s/window_0002__time_1p348s_to_2p022s__frames_000040_to_000060.json,3,data/processed/frames/train/fall/voxel_02-8/frame_000040.jpg|data/processed/frames/train/fall/voxel_02-8/frame_000050.jpg|data/processed/frames/train/fall/voxel_02-8/frame_000060.jpg,1.348|1.6851|2.0221
voxel_02-8_w0003,voxel_02-8,train,fall,1,data/raw/voxel_huggingface_data/Fall/02-8.mp4,0.0,6.3695,2.0221,2.6961,3,3,data/processed/window_poses_readable/train/label_fall/voxel_02-8__video_0p000s_to_6p370s/window_0003__time_2p022s_to_2p696s__frames_000060_to_000080.json,3,data/processed/frames/train/fall/voxel_02-8/frame_000060.jpg|data/processed/frames/train/fall/voxel_02-8/frame_000070.jpg|data/processed/frames/train/fall/voxel_02-8/frame_000080.jpg,2.0221|2.3591|2.6961
voxel_02-8_w0004,voxel_02-8,train,fall,1,data/raw/voxel_huggingface_data/Fall/02-8.mp4,0.0,6.3695,2.6961,3.3364,4,3,data/processed/window_poses_readable/train/label_fall/voxel_02-8__video_0p000s_to_6p370s/window_0004__time_2p696s_to_3p336s__frames_000080_to_000099.json,1,data/processed/frames/train/fall/voxel_02-8/frame_000080.jpg|data/processed/frames/train/fall/voxel_02-8/frame_000090.jpg|data/processed/frames/train/fall/voxel_02-8/frame_000099.jpg,2.6961|3.0331|3.3364
voxel_02-8_w0005,voxel_02-8,train,fall,1,data/raw/voxel_huggingface_data/Fall/02-8.mp4,0.0,6.3695,3.3364,4.0104,5,3,data/processed/window_poses_readable/train/label_fall/voxel_02-8__video_0p000s_to_6p370s/window_0005__time_3p336s_to_4p010s__frames_000099_to_000119.json,1,data/processed/frames/train/fall/voxel_02-8/frame_000099.jpg|data/processed/frames/train/fall/voxel_02-8/frame_000109.jpg|data/processed/frames/train/fall/voxel_02-8/frame_000119.jpg,3.3364|3.6734|4.0104
voxel_02-8_w0006,voxel_02-8,train,fall,1,data/raw/voxel_huggingface_data/Fall/02-8.mp4,0.0,6.3695,4.0104,4.6844,6,3,data/processed/window_poses_readable/train/label_fall/voxel_02-8__video_0p000s_to_6p370s/window_0006__time_4p010s_to_4p684s__frames_000119_to_000139.json,0,data/processed/frames/train/fall/voxel_02-8/frame_000119.jpg|data/processed/frames/train/fall/voxel_02-8/frame_000129.jpg|data/processed/frames/train/fall/voxel_02-8/frame_000139.jpg,4.0104|4.3474|4.6844
voxel_02-8_w0007,voxel_02-8,train,fall,1,data/raw/voxel_huggingface_data/Fall/02-8.mp4,0.0,6.3695,4.6844,5.3585,7,3,data/processed/window_poses_readable/train/label_fall/voxel_02-8__video_0p000s_to_6p370s/window_0007__time_4p684s_to_5p359s__frames_000139_to_000159.json,0,data/processed/frames/train/fall/voxel_02-8/frame_000139.jpg|data/processed/frames/train/fall/voxel_02-8/frame_000149.jpg|data/processed/frames/train/fall/voxel_02-8/frame_000159.jpg,4.6844|5.0215|5.3585
voxel_02-8_w0008,voxel_02-8,train,fall,1,data/raw/voxel_huggingface_data/Fall/02-8.mp4,0.0,6.3695,5.3585,6.0325,8,3,data/processed/window_poses_readable/train/label_fall/voxel_02-8__video_0p000s_to_6p370s/window_0008__time_5p359s_to_6p032s__frames_000159_to_000179.json,0,data/processed/frames/train/fall/voxel_02-8/frame_000159.jpg|data/processed/frames/train/fall/voxel_02-8/frame_000169.jpg|data/processed/frames/train/fall/voxel_02-8/frame_000179.jpg,5.3585|5.6955|6.0325
voxel_03-2_w0000,voxel_03-2,train,fall,1,data/raw/voxel_huggingface_data/Fall/03-2.mp4,0.0,7.0416,0.0,0.6706,0,3,data/processed/window_poses_readable/train/label_fall/voxel_03-2__video_0p000s_to_7p042s/window_0000__time_0p000s_to_0p671s__frames_000000_to_000020.json,3,data/processed/frames/train/fall/voxel_03-2/frame_000000.jpg|data/processed/frames/train/fall/voxel_03-2/frame_000010.jpg|data/processed/frames/train/fall/voxel_03-2/frame_000020.jpg,0.0|0.3353|0.6706
voxel_03-2_w0001,voxel_03-2,train,fall,1,data/raw/voxel_huggingface_data/Fall/03-2.mp4,0.0,7.0416,0.6706,1.3413,1,3,data/processed/window_poses_readable/train/label_fall/voxel_03-2__video_0p000s_to_7p042s/window_0001__time_0p671s_to_1p341s__frames_000020_to_000040.json,3,data/processed/frames/train/fall/voxel_03-2/frame_000020.jpg|data/processed/frames/train/fall/voxel_03-2/frame_000030.jpg|data/processed/frames/train/fall/voxel_03-2/frame_000040.jpg,0.6706|1.0059|1.3413
voxel_03-2_w0002,voxel_03-2,train,fall,1,data/raw/voxel_huggingface_data/Fall/03-2.mp4,0.0,7.0416,1.3413,2.0119,2,3,data/processed/window_poses_readable/train/label_fall/voxel_03-2__video_0p000s_to_7p042s/window_0002__time_1p341s_to_2p012s__frames_000040_to_000060.json,2,data/processed/frames/train/fall/voxel_03-2/frame_000040.jpg|data/processed/frames/train/fall/voxel_03-2/frame_000050.jpg|data/processed/frames/train/fall/voxel_03-2/frame_000060.jpg,1.3413|1.6766|2.0119
voxel_03-2_w0003,voxel_03-2,train,fall,1,data/raw/voxel_huggingface_data/Fall/03-2.mp4,0.0,7.0416,2.0119,2.6825,3,3,data/processed/window_poses_readable/train/label_fall/voxel_03-2__video_0p000s_to_7p042s/window_0003__time_2p012s_to_2p683s__frames_000060_to_000080.json,2,data/processed/frames/train/fall/voxel_03-2/frame_000060.jpg|data/processed/frames/train/fall/voxel_03-2/frame_000070.jpg|data/processed/frames/train/fall/voxel_03-2/frame_000080.jpg,2.0119|2.3472|2.6825
voxel_03-2_w0004,voxel_03-2,train,fall,1,data/raw/voxel_huggingface_data/Fall/03-2.mp4,0.0,7.0416,2.6825,3.3531,4,3,data/processed/window_poses_readable/train/label_fall/voxel_03-2__video_0p000s_to_7p042s/window_0004__time_2p683s_to_3p353s__frames_000080_to_000100.json,2,data/processed/frames/train/fall/voxel_03-2/frame_000080.jpg|data/processed/frames/train/fall/voxel_03-2/frame_000090.jpg|data/processed/frames/train/fall/voxel_03-2/frame_000100.jpg,2.6825|3.0178|3.3531
voxel_03-2_w0005,voxel_03-2,train,fall,1,data/raw/voxel_huggingface_data/Fall/03-2.mp4,0.0,7.0416,3.3531,4.0238,5,3,data/processed/window_poses_readable/train/label_fall/voxel_03-2__video_0p000s_to_7p042s/window_0005__time_3p353s_to_4p024s__frames_000100_to_000120.json,3,data/processed/frames/train/fall/voxel_03-2/frame_000100.jpg|data/processed/frames/train/fall/voxel_03-2/frame_000110.jpg|data/processed/frames/train/fall/voxel_03-2/frame_000120.jpg,3.3531|3.6884|4.0238
voxel_03-2_w0006,voxel_03-2,train,fall,1,data/raw/voxel_huggingface_data/Fall/03-2.mp4,0.0,7.0416,4.0238,4.6944,6,3,data/processed/window_poses_readable/train/label_fall/voxel_03-2__video_0p000s_to_7p042s/window_0006__time_4p024s_to_4p694s__frames_000120_to_000140.json,3,data/processed/frames/train/fall/voxel_03-2/frame_000120.jpg|data/processed/frames/train/fall/voxel_03-2/frame_000130.jpg|data/processed/frames/train/fall/voxel_03-2/frame_000140.jpg,4.0238|4.3591|4.6944
voxel_03-2_w0007,voxel_03-2,train,fall,1,data/raw/voxel_huggingface_data/Fall/03-2.mp4,0.0,7.0416,4.6944,5.365,7,3,data/processed/window_poses_readable/train/label_fall/voxel_03-2__video_0p000s_to_7p042s/window_0007__time_4p694s_to_5p365s__frames_000140_to_000160.json,3,data/processed/frames/train/fall/voxel_03-2/frame_000140.jpg|data/processed/frames/train/fall/voxel_03-2/frame_000150.jpg|data/processed/frames/train/fall/voxel_03-2/frame_000160.jpg,4.6944|5.0297|5.365
voxel_03-2_w0008,voxel_03-2,train,fall,1,data/raw/voxel_huggingface_data/Fall/03-2.mp4,0.0,7.0416,5.365,6.0021,8,3,data/processed/window_poses_readable/train/label_fall/voxel_03-2__video_0p000s_to_7p042s/window_0008__time_5p365s_to_6p002s__frames_000160_to_000179.json,3,data/processed/frames/train/fall/voxel_03-2/frame_000160.jpg|data/processed/frames/train/fall/voxel_03-2/frame_000169.jpg|data/processed/frames/train/fall/voxel_03-2/frame_000179.jpg,5.365|5.6668|6.0021
voxel_03-2_w0009,voxel_03-2,train,fall,1,data/raw/voxel_huggingface_data/Fall/03-2.mp4,0.0,7.0416,6.0021,6.6727,9,3,data/processed/window_poses_readable/train/label_fall/voxel_03-2__video_0p000s_to_7p042s/window_0009__time_6p002s_to_6p673s__frames_000179_to_000199.json,2,data/processed/frames/train/fall/voxel_03-2/frame_000179.jpg|data/processed/frames/train/fall/voxel_03-2/frame_000189.jpg|data/processed/frames/train/fall/voxel_03-2/frame_000199.jpg,6.0021|6.3374|6.6727
voxel_03-4_w0000,voxel_03-4,train,fall,1,data/raw/voxel_huggingface_data/Fall/03-4.mp4,0.0,5.6016,0.0,0.6709,0,3,data/processed/window_poses_readable/train/label_fall/voxel_03-4__video_0p000s_to_5p602s/window_0000__time_0p000s_to_0p671s__frames_000000_to_000020.json,3,data/processed/frames/train/fall/voxel_03-4/frame_000000.jpg|data/processed/frames/train/fall/voxel_03-4/frame_000010.jpg|data/processed/frames/train/fall/voxel_03-4/frame_000020.jpg,0.0|0.3354|0.6709
voxel_03-4_w0001,voxel_03-4,train,fall,1,data/raw/voxel_huggingface_data/Fall/03-4.mp4,0.0,5.6016,0.6709,1.3417,1,3,data/processed/window_poses_readable/train/label_fall/voxel_03-4__video_0p000s_to_5p602s/window_0001__time_0p671s_to_1p342s__frames_000020_to_000040.json,3,data/processed/frames/train/fall/voxel_03-4/frame_000020.jpg|data/processed/frames/train/fall/voxel_03-4/frame_000030.jpg|data/processed/frames/train/fall/voxel_03-4/frame_000040.jpg,0.6709|1.0063|1.3417
voxel_03-4_w0002,voxel_03-4,train,fall,1,data/raw/voxel_huggingface_data/Fall/03-4.mp4,0.0,5.6016,1.3417,2.0126,2,3,data/processed/window_poses_readable/train/label_fall/voxel_03-4__video_0p000s_to_5p602s/window_0002__time_1p342s_to_2p013s__frames_000040_to_000060.json,3,data/processed/frames/train/fall/voxel_03-4/frame_000040.jpg|data/processed/frames/train/fall/voxel_03-4/frame_000050.jpg|data/processed/frames/train/fall/voxel_03-4/frame_000060.jpg,1.3417|1.6771|2.0126
voxel_03-4_w0003,voxel_03-4,train,fall,1,data/raw/voxel_huggingface_data/Fall/03-4.mp4,0.0,5.6016,2.0126,2.6834,3,3,data/processed/window_poses_readable/train/label_fall/voxel_03-4__video_0p000s_to_5p602s/window_0003__time_2p013s_to_2p683s__frames_000060_to_000080.json,3,data/processed/frames/train/fall/voxel_03-4/frame_000060.jpg|data/processed/frames/train/fall/voxel_03-4/frame_000070.jpg|data/processed/frames/train/fall/voxel_03-4/frame_000080.jpg,2.0126|2.348|2.6834
